,subject,value,hemi,region,sex,age,yeo_label
467,40033,0.044669962436610956,right,20,M,5.899,Visual
468,39066,0.04614016091852904,right,20,M,6.877,Visual
469,44444,0.042786560384477965,right,20,F,7.149,Visual
470,37972,0.04890269357184272,right,20,M,8.016,Visual
471,36824,0.043417392285828166,right,20,M,9.775,Visual
472,36464,0.04460905089006369,right,20,M,9.945,Visual
473,36291,0.05139206501712598,right,20,M,10.036,Visual
474,41759,0.04368362822868138,right,20,F,10.259,Visual
475,41645,0.04444409363929414,right,20,F,10.322,Visual
476,41372,0.04231838516477025,right,20,F,10.957,Visual
477,41083,0.04385273717137478,right,20,F,11.154,Visual
478,40706,0.04299708482396392,right,20,F,11.231,Visual
479,34847,0.047841395232323,right,20,M,12.027,Visual
480,39834,0.04573821322561102,right,20,F,12.255,Visual
481,39599,0.046645847051333705,right,20,F,12.329,Visual
482,34110,0.04574607206869518,right,20,M,12.929,Visual
483,39437,0.046692099003489425,right,20,F,13.005,Visual
484,33111,0.046940290878527816,right,20,M,13.992,Visual
485,32479,0.04936839104394576,right,20,M,14.921,Visual
486,32287,0.044107644520061814,right,20,M,14.984,Visual
487,37169,0.0452979140189229,right,20,F,15.107,Visual
488,37693,0.04480331951064098,right,20,F,15.14,Visual
489,36831,0.04536193066117676,right,20,F,15.775,Visual
490,36374,0.045239298997955285,right,20,F,15.836,Visual
491,36422,0.04658303577554259,right,20,M,15.932,Visual
492,36574,0.044123315936976645,right,20,M,16.041,Visual
493,36657,0.04743432077544802,right,20,F,16.255,Visual
494,36352,0.0468766561879232,right,20,M,16.444,Visual
495,35949,0.04396579308592455,right,20,M,16.956,Visual
496,35671,0.04471471791945224,right,20,F,16.992,Visual
497,35545,0.04113241352603122,right,20,F,17.129,Visual
498,35580,0.04761444823825876,right,20,M,17.273,Visual
499,35306,0.04679086297672293,right,20,M,17.614,Visual
500,34839,0.043243924059649726,right,20,F,18.022,Visual
501,35241,0.04232182399237831,right,20,F,18.114,Visual
502,34884,0.04357838092472183,right,20,M,18.311,Visual
503,33825,0.04806328617676392,right,20,M,18.855,Visual
504,33734,0.04685699967490773,right,20,M,19.082,Visual
505,35253,0.0452730449200341,right,20,M,19.154,Visual
506,33278,0.044843403175544805,right,20,F,19.764,Visual
507,33199,0.04557082130891561,right,20,F,19.901,Visual
508,33002,0.04609140331897077,right,20,F,20.339,Visual
509,33882,0.04388764012697154,right,20,F,21.607,Visual
510,32924,0.04380018882171031,right,20,F,22.563,Visual
511,29949,0.04925540423546433,right,20,F,26.428,Visual
512,49134,0.04435728253129904,left,129,F,1.131,Frontoparietal
513,49112,0.04291276434024244,left,129,F,1.982,Frontoparietal
514,48233,0.04492797289898157,left,129,M,1.988,Frontoparietal
515,49050,0.04170711548230173,left,129,F,1.993,Frontoparietal
516,49041,0.042515245550801724,left,129,M,1.996,Frontoparietal
517,49225,0.04208997289269942,left,129,F,1.999,Frontoparietal
518,47979,0.0437208831248968,left,129,M,2.001,Frontoparietal
519,49196,0.04191944413995099,left,129,F,2.004,Frontoparietal
520,48184,0.04345877250544637,left,129,M,2.007,Frontoparietal
521,49078,0.040730063536268894,left,129,M,2.01,Frontoparietal
522,42019,0.04371309708531099,left,129,M,3.816,Frontoparietal
523,41807,0.044819939956182255,left,129,M,3.904,Frontoparietal
524,41716,0.04398112994641551,left,129,M,3.907,Frontoparietal
525,41854,0.044554656422967256,left,129,M,3.915,Frontoparietal
526,41651,0.040924095468719834,left,129,M,3.948,Frontoparietal
527,41547,0.041741191765191185,left,129,M,3.973,Frontoparietal
528,41519,0.0437804491512553,left,129,M,3.981,Frontoparietal
529,41463,0.04616953909876622,left,129,M,4.074,Frontoparietal
530,41458,0.04489093418688684,left,129,M,4.112,Frontoparietal
531,40033,0.04392805916934483,left,129,M,5.899,Frontoparietal
532,39066,0.04671260102844986,left,129,M,6.877,Frontoparietal
533,44444,0.04403592291066885,left,129,F,7.149,Frontoparietal
534,37972,0.044202771990522166,left,129,M,8.016,Frontoparietal
535,36824,0.04291138270343733,left,129,M,9.775,Frontoparietal
536,36464,0.04380941422652779,left,129,M,9.945,Frontoparietal
537,36291,0.0450079209459204,left,129,M,10.036,Frontoparietal
538,41759,0.03957796772178167,left,129,F,10.259,Frontoparietal
539,41645,0.04024079945183932,left,129,F,10.322,Frontoparietal
540,41372,0.03998397084425948,left,129,F,10.957,Frontoparietal
541,41083,0.040831507279304326,left,129,F,11.154,Frontoparietal
542,40706,0.039029880486230274,left,129,F,11.231,Frontoparietal
543,34847,0.0430936641082712,left,129,M,12.027,Frontoparietal
544,39834,0.03895267618083737,left,129,F,12.255,Frontoparietal
545,39599,0.041123628836479874,left,129,F,12.329,Frontoparietal
546,34110,0.044244264838090526,left,129,M,12.929,Frontoparietal
547,39437,0.03936330087986602,left,129,F,13.005,Frontoparietal
548,33111,0.04273545254349718,left,129,M,13.992,Frontoparietal
549,32479,0.043626852412458055,left,129,M,14.921,Frontoparietal
550,32287,0.041985785460432794,left,129,M,14.984,Frontoparietal
551,37169,0.03943827967046022,left,129,F,15.107,Frontoparietal
552,37693,0.04043627658776159,left,129,F,15.14,Frontoparietal
553,36831,0.04253393560588772,left,129,F,15.775,Frontoparietal
554,36374,0.04075607242358131,left,129,F,15.836,Frontoparietal
555,36422,0.042736292447896104,left,129,M,15.932,Frontoparietal
556,36574,0.03938338035981532,left,129,M,16.041,Frontoparietal
557,36657,0.041318584808350364,left,129,F,16.255,Frontoparietal
558,36352,0.041263938969207915,left,129,M,16.444,Frontoparietal
559,35949,0.045703894558897215,left,129,M,16.956,Frontoparietal
560,35671,0.03924248349030142,left,129,F,16.992,Frontoparietal
561,35545,0.039897049416855374,left,129,F,17.129,Frontoparietal
562,35580,0.040212289100282975,left,129,M,17.273,Frontoparietal
563,35306,0.040090725893197565,left,129,M,17.614,Frontoparietal
564,34839,0.042063255443325134,left,129,F,18.022,Frontoparietal
565,35241,0.04146752481884248,left,129,F,18.114,Frontoparietal
566,34884,0.03932004980949999,left,129,M,18.311,Frontoparietal
567,33825,0.042705280632088255,left,129,M,18.855,Frontoparietal
568,33734,0.039570367009863945,left,129,M,19.082,Frontoparietal
569,35253,0.03932175888823732,left,129,M,19.154,Frontoparietal
570,33278,0.038778252295261946,left,129,F,19.764,Frontoparietal
571,33199,0.041161709771706766,left,129,F,19.901,Frontoparietal
572,33002,0.03984980832916248,left,129,F,20.339,Frontoparietal
573,33882,0.0390038737471759,left,129,F,21.607,Frontoparietal
574,32924,0.04004488155387238,left,129,F,22.563,Frontoparietal
575,29949,0.04008064110336954,left,129,F,26.428,Frontoparietal
576,49134,0.048129657380543124,right,129,F,1.131,Frontoparietal
577,49112,0.044351035446763706,right,129,F,1.982,Frontoparietal
578,48233,0.04578238869408074,right,129,M,1.988,Frontoparietal
579,49050,0.04460878117051974,right,129,F,1.993,Frontoparietal
580,49041,0.04355315304134212,right,129,M,1.996,Frontoparietal
581,49225,0.04150445288351722,right,129,F,1.999,Frontoparietal
582,47979,0.044670907329268185,right,129,M,2.001,Frontoparietal
583,49196,0.039245536037109334,right,129,F,2.004,Frontoparietal
584,48184,0.04399366819101321,right,129,M,2.007,Frontoparietal
585,49078,0.04087890473750295,right,129,M,2.01,Frontoparietal
586,42019,0.042990684979105305,right,129,M,3.816,Frontoparietal
587,41807,0.04471446299494633,right,129,M,3.904,Frontoparietal
588,41716,0.04307145388280222,right,129,M,3.907,Frontoparietal
589,41854,0.045505431651654014,right,129,M,3.915,Frontoparietal
590,41651,0.04088082738679653,right,129,M,3.948,Frontoparietal
591,41547,0.042859918772829915,right,129,M,3.973,Frontoparietal
592,41519,0.04357780162398722,right,129,M,3.981,Frontoparietal
593,41463,0.0470183716274231,right,129,M,4.074,Frontoparietal
594,41458,0.04460301999796004,right,129,M,4.112,Frontoparietal
595,40033,0.04217885829592952,right,129,M,5.899,Frontoparietal
596,39066,0.04404573934906673,right,129,M,6.877,Frontoparietal
597,44444,0.043304245773560214,right,129,F,7.149,Frontoparietal
598,37972,0.04349962707310352,right,129,M,8.016,Frontoparietal
599,36824,0.04370178003363025,right,129,M,9.775,Frontoparietal
600,36464,0.04385419615484003,right,129,M,9.945,Frontoparietal
601,36291,0.04232265603172203,right,129,M,10.036,Frontoparietal
602,41759,0.04161074635591573,right,129,F,10.259,Frontoparietal
603,41645,0.04107885578820386,right,129,F,10.322,Frontoparietal
604,41372,0.04089981002549615,right,129,F,10.957,Frontoparietal
605,41083,0.0403207647637561,right,129,F,11.154,Frontoparietal
606,40706,0.038213859372794534,right,129,F,11.231,Frontoparietal
607,34847,0.04224336891719054,right,129,M,12.027,Frontoparietal
608,39834,0.039315278895577024,right,129,F,12.255,Frontoparietal
609,39599,0.041181980307470424,right,129,F,12.329,Frontoparietal
610,34110,0.039366903390911596,right,129,M,12.929,Frontoparietal
611,39437,0.039748694117040496,right,129,F,13.005,Frontoparietal
612,33111,0.04329772850340874,right,129,M,13.992,Frontoparietal
613,32479,0.04199012413010394,right,129,M,14.921,Frontoparietal
614,32287,0.04339843364571908,right,129,M,14.984,Frontoparietal
615,37169,0.04201506657332978,right,129,F,15.107,Frontoparietal
616,37693,0.04099249788772313,right,129,F,15.14,Frontoparietal
617,36831,0.043212468261347496,right,129,F,15.775,Frontoparietal
618,36374,0.040899470916833984,right,129,F,15.836,Frontoparietal
619,36422,0.03876530371335885,right,129,M,15.932,Frontoparietal
620,36574,0.038922672681202905,right,129,M,16.041,Frontoparietal
621,36657,0.04148352370042547,right,129,F,16.255,Frontoparietal
622,36352,0.04011231824082798,right,129,M,16.444,Frontoparietal
623,35949,0.04272971659100262,right,129,M,16.956,Frontoparietal
624,35671,0.03977223176869742,right,129,F,16.992,Frontoparietal
625,35545,0.04090664811693348,right,129,F,17.129,Frontoparietal
626,35580,0.03959866255211914,right,129,M,17.273,Frontoparietal
627,35306,0.039585140566857226,right,129,M,17.614,Frontoparietal
628,34839,0.03878042379933189,right,129,F,18.022,Frontoparietal
629,35241,0.0404322711937833,right,129,F,18.114,Frontoparietal
630,34884,0.03972623667920207,right,129,M,18.311,Frontoparietal
631,33825,0.040500840582895686,right,129,M,18.855,Frontoparietal
632,33734,0.03888899574285094,right,129,M,19.082,Frontoparietal
633,35253,0.0390794559412407,right,129,M,19.154,Frontoparietal
634,33278,0.040618492467655205,right,129,F,19.764,Frontoparietal
635,33199,0.04115747323740906,right,129,F,19.901,Frontoparietal
636,33002,0.038618480052757434,right,129,F,20.339,Frontoparietal
637,33882,0.03902316849174405,right,129,F,21.607,Frontoparietal
638,32924,0.0392688185670882,right,129,F,22.563,Frontoparietal
639,29949,0.03973765980801267,right,129,F,26.428,Frontoparietal
640,49134,0.038618782314570256,left,18,F,1.131,Limbic
641,49112,0.044545407996823015,left,18,F,1.982,Limbic
642,48233,0.04500410268331031,left,18,M,1.988,Limbic
643,49050,0.04748318470128546,left,18,F,1.993,Limbic
644,49041,0.04528825253723804,left,18,M,1.996,Limbic
645,49225,0.04166888796309291,left,18,F,1.999,Limbic
646,47979,0.044370221344924445,left,18,M,2.001,Limbic
647,49196,0.04324633428051777,left,18,F,2.004,Limbic
648,48184,0.04564720059755882,left,18,M,2.007,Limbic
649,49078,0.040568896943151994,left,18,M,2.01,Limbic
650,42019,0.045998034993095335,left,18,M,3.816,Limbic
651,41807,0.04380015157937301,left,18,M,3.904,Limbic
652,41716,0.04492943879535203,left,18,M,3.907,Limbic
653,41854,0.045545583797110975,left,18,M,3.915,Limbic
654,41651,0.04654381944027631,left,18,M,3.948,Limbic
655,41547,0.043486473488145834,left,18,M,3.973,Limbic
656,41519,0.04351601860981099,left,18,M,3.981,Limbic
657,41463,0.04610209185238773,left,18,M,4.074,Limbic
658,41458,0.0452870301550486,left,18,M,4.112,Limbic
659,40033,0.04394648517988002,left,18,M,5.899,Limbic
660,39066,0.04507827904635251,left,18,M,6.877,Limbic
661,44444,0.041752304220288944,left,18,F,7.149,Limbic
662,37972,0.04767198878521935,left,18,M,8.016,Limbic
663,36824,0.043826597069628416,left,18,M,9.775,Limbic
664,36464,0.04562529487207418,left,18,M,9.945,Limbic
665,36291,0.044645572309036353,left,18,M,10.036,Limbic
666,41759,0.04034933840240095,left,18,F,10.259,Limbic
667,41645,0.04258517409672646,left,18,F,10.322,Limbic
668,41372,0.04021914776707259,left,18,F,10.957,Limbic
669,41083,0.04317884470732102,left,18,F,11.154,Limbic
670,40706,0.04009436830072706,left,18,F,11.231,Limbic
671,34847,0.041165037239516464,left,18,M,12.027,Limbic
672,39834,0.04407409239763396,left,18,F,12.255,Limbic
673,39599,0.04265008163503419,left,18,F,12.329,Limbic
674,34110,0.04421747820860642,left,18,M,12.929,Limbic
675,39437,0.04116820739241899,left,18,F,13.005,Limbic
676,33111,0.043796344375263856,left,18,M,13.992,Limbic
677,32479,0.04385712102042001,left,18,M,14.921,Limbic
678,32287,0.04405605133932258,left,18,M,14.984,Limbic
679,37169,0.04256202146659011,left,18,F,15.107,Limbic
680,37693,0.04044300430992648,left,18,F,15.14,Limbic
681,36831,0.040074045173279796,left,18,F,15.775,Limbic
682,36374,0.04422633437889458,left,18,F,15.836,Limbic
683,36422,0.0404896813131393,left,18,M,15.932,Limbic
684,36574,0.04658388327764071,left,18,M,16.041,Limbic
685,36657,0.04103905162678047,left,18,F,16.255,Limbic
686,36352,0.04534443310855747,left,18,M,16.444,Limbic
687,35949,0.03961200328606483,left,18,M,16.956,Limbic
688,35671,0.04541249876226435,left,18,F,16.992,Limbic
689,35545,0.03915850429434255,left,18,F,17.129,Limbic
690,35580,0.04360575004355223,left,18,M,17.273,Limbic
691,35306,0.04601476594828109,left,18,M,17.614,Limbic
692,34839,0.04123634291944383,left,18,F,18.022,Limbic
693,35241,0.041481726420792175,left,18,F,18.114,Limbic
694,34884,0.04076674827520598,left,18,M,18.311,Limbic
695,33825,0.04408294811812939,left,18,M,18.855,Limbic
696,33734,0.04064029744608548,left,18,M,19.082,Limbic
697,35253,0.04701037766088919,left,18,M,19.154,Limbic
698,33278,0.03829602843996637,left,18,F,19.764,Limbic
699,33199,0.040151563593251845,left,18,F,19.901,Limbic
700,33002,0.03950439203684481,left,18,F,20.339,Limbic
701,33882,0.04177175213181201,left,18,F,21.607,Limbic
702,32924,0.039449783635917515,left,18,F,22.563,Limbic
703,29949,0.04633539523222559,left,18,F,26.428,Limbic
704,49134,0.0401195867806061,right,18,F,1.131,Limbic
705,49112,0.04473518536012308,right,18,F,1.982,Limbic
706,48233,0.043873797652593305,right,18,M,1.988,Limbic
707,49050,0.04726650415875236,right,18,F,1.993,Limbic
708,49041,0.04153573795147855,right,18,M,1.996,Limbic
709,49225,0.041351389336734795,right,18,F,1.999,Limbic
710,47979,0.048916101269755555,right,18,M,2.001,Limbic
711,49196,0.04336127345956774,right,18,F,2.004,Limbic
712,48184,0.04218535482487479,right,18,M,2.007,Limbic
713,49078,0.04114669606587687,right,18,M,2.01,Limbic
714,42019,0.044766975147874415,right,18,M,3.816,Limbic
715,41807,0.04655565030930699,right,18,M,3.904,Limbic
716,41716,0.04756069643151158,right,18,M,3.907,Limbic
717,41854,0.04543448652324738,right,18,M,3.915,Limbic
718,41651,0.046272351389870514,right,18,M,3.948,Limbic
719,41547,0.042796229839888636,right,18,M,3.973,Limbic
720,41519,0.05087029830395209,right,18,M,3.981,Limbic
721,41463,0.045410676743811856,right,18,M,4.074,Limbic
722,41458,0.04671961700652082,right,18,M,4.112,Limbic
723,40033,0.04416660948804348,right,18,M,5.899,Limbic
724,39066,0.04775193555778198,right,18,M,6.877,Limbic
725,44444,0.04587156401287023,right,18,F,7.149,Limbic
726,37972,0.04931207876575514,right,18,M,8.016,Limbic
727,36824,0.04948353220456616,right,18,M,9.775,Limbic
728,36464,0.04798692570933151,right,18,M,9.945,Limbic
729,36291,0.048248371728963645,right,18,M,10.036,Limbic
730,41759,0.03883097501420908,right,18,F,10.259,Limbic
731,41645,0.04288141711047411,right,18,F,10.322,Limbic
732,41372,0.04116110594721005,right,18,F,10.957,Limbic
733,41083,0.045655961845699686,right,18,F,11.154,Limbic
734,40706,0.04180380024842176,right,18,F,11.231,Limbic
735,34847,0.04353560234053892,right,18,M,12.027,Limbic
736,39834,0.043613955342002506,right,18,F,12.255,Limbic
737,39599,0.04339976393711037,right,18,F,12.329,Limbic
738,34110,0.04504135162599409,right,18,M,12.929,Limbic
739,39437,0.044633779117595765,right,18,F,13.005,Limbic
740,33111,0.04925945257993806,right,18,M,13.992,Limbic
741,32479,0.048349816783218376,right,18,M,14.921,Limbic
742,32287,0.04556959267828308,right,18,M,14.984,Limbic
743,37169,0.04480382401836383,right,18,F,15.107,Limbic
744,37693,0.04402940686471984,right,18,F,15.14,Limbic
745,36831,0.04076441705102028,right,18,F,15.775,Limbic
746,36374,0.04528708910394861,right,18,F,15.836,Limbic
747,36422,0.044760206553318534,right,18,M,15.932,Limbic
748,36574,0.04602983903035535,right,18,M,16.041,Limbic
749,36657,0.042125025376539865,right,18,F,16.255,Limbic
750,36352,0.04536388035465954,right,18,M,16.444,Limbic
751,35949,0.041395397823040164,right,18,M,16.956,Limbic
752,35671,0.0473906913779452,right,18,F,16.992,Limbic
753,35545,0.041840808809140165,right,18,F,17.129,Limbic
754,35580,0.04752053691616202,right,18,M,17.273,Limbic
755,35306,0.044520151116800175,right,18,M,17.614,Limbic
756,34839,0.0414395077725235,right,18,F,18.022,Limbic
757,35241,0.04254505849493798,right,18,F,18.114,Limbic
758,34884,0.0438814537619675,right,18,M,18.311,Limbic
759,33825,0.044324910590124396,right,18,M,18.855,Limbic
760,33734,0.04308724413639539,right,18,M,19.082,Limbic
761,35253,0.04785299458259231,right,18,M,19.154,Limbic
762,33278,0.04251410321669103,right,18,F,19.764,Limbic
763,33199,0.04019664684459211,right,18,F,19.901,Limbic
764,33002,0.04134741419240961,right,18,F,20.339,Limbic
765,33882,0.04180129549919213,right,18,F,21.607,Limbic
766,32924,0.04269796185550098,right,18,F,22.563,Limbic
767,29949,0.04283000574969021,right,18,F,26.428,Limbic
768,49134,0.0472820429808561,left,50,F,1.131,SomatoMotor
769,49112,0.045160502179227686,left,50,F,1.982,SomatoMotor
770,48233,0.04673276734776725,left,50,M,1.988,SomatoMotor
771,49050,0.04960088967710346,left,50,F,1.993,SomatoMotor
772,49041,0.0470626733055991,left,50,M,1.996,SomatoMotor
773,49225,0.047698893169613836,left,50,F,1.999,SomatoMotor
774,47979,0.048550587532126155,left,50,M,2.001,SomatoMotor
775,49196,0.04654248758643931,left,50,F,2.004,SomatoMotor
776,48184,0.04538264892251883,left,50,M,2.007,SomatoMotor
777,49078,0.047350585760295355,left,50,M,2.01,SomatoMotor
